t	counts	wl0	bth	t0	t1	OD
2373.6	117.290604					
2374.2	99.9142151					
2374.8	111.498466					
2375.4	121.634697					
2376	81.089798					
2376.6	94.1220856					
2377.2	108.602409					
2377.8	104.258308					
2378.4	99.9142151					
2379	105.706345					
2379.6	139.011078					
2380.2	97.0181503					
2380.8	91.2260208					
2381.4	114.394539					
2382	94.1220856					
2382.6	111.498466					
2383.2	70.9535751					
2383.8	101.362251					
2384.4	94.1220856					
2385	99.9142151					
2385.6	98.4661789					
2386.2	107.154373					
2386.8	111.498466					
2387.4	104.258308					
2388	115.842567					
2388.6	107.154373					
2389.2	107.154373					
2389.8	105.706345					
2390.4	110.050438					
2391	111.498466					
2391.6	85.4338913					
2392.2	120.186661					
2392.8	101.362251					
2393.4	86.8819275					
2394	127.426819					
2394.6	111.498466					
2395.2	107.154373					
2395.8	107.154373					
2396.4	108.602409					
2397	110.050438					
2397.6	101.362251					
2398.2	92.674057					
2398.8	121.634697					
2399.4	94.1220856					
2400	105.706345					
2400.6	89.7779846					
2401.2	112.946503					
2401.8	91.2260208					
2402.4	121.634697					
2403	99.9142151					
2403.6	83.9858627					
2404.2	83.9858627					
2404.8	97.0181503					
2405.4	114.394539					
2406	88.3299561					
2406.6	89.7779846					
2407.2	91.2260208					
2407.8	107.154373					
2408.4	99.9142151					
2409	101.362251					
2409.6	99.9142151					
2410.2	114.394539					
2410.8	117.290604					
2411.4	89.7779846					
2412	111.498466					
2412.6	92.674057					
2413.2	104.258308					
2413.8	86.8819275					
2414.4	102.810272					
2415	105.706345					
2415.6	85.4338913					
2416.2	99.9142151					
2416.8	131.77092					
2417.4	98.4661789					
2418	101.362251					
2418.6	98.4661789					
2419.2	121.634697					
2419.8	114.394539					
2420.4	128.874863					
2421	105.706345					
2421.6	83.9858627					
2422.2	102.810272					
2422.8	83.9858627					
2423.4	124.530762					
2424	88.3299561					
2424.6	108.602409					
2425.2	78.1937332					
2425.8	104.258308					
2426.4	78.1937332					
2427	82.5378265					
2427.6	121.634697					
2428.2	88.3299561					
2428.8	89.7779846					
2429.4	78.1937332					
2430	99.9142151					
2430.6	99.9142151					
2431.2	82.5378265					
2431.8	78.1937332					
2432.4	110.050438					
2433	111.498466					
2433.6	131.77092					
2434.2	83.9858627					
2434.8	82.5378265					
2435.4	112.946503					
2436	78.1937332					
2436.6	110.050438					
2437.2	75.2976685					
2437.8	98.4661789					
2438.4	66.6094742					
2439	105.706345					
2439.6	95.5701141					
2440.2	85.4338913					
2440.8	92.674057					
2441.4	83.9858627					
2442	85.4338913					
2442.6	79.6417694					
2443.2	97.0181503					
2443.8	105.706345					
2444.4	99.9142151					
2445	104.258308					
2445.6	75.2976685					
2446.2	95.5701141					
2446.8	114.394539					
2447.4	85.4338913					
2448	91.2260208					
2448.6	86.8819275					
2449.2	86.8819275					
2449.8	89.7779846					
2450.4	102.810272					
2451	107.154373					
2451.6	72.4016037					
2452.2	92.674057					
2452.8	121.634697					
2453.4	88.3299561					
2454	79.6417694					
2454.6	82.5378265					
2455.2	114.394539					
2455.8	101.362251					
2456.4	89.7779846					
2457	81.089798					
2457.6	95.5701141					
2458.2	94.1220856					
2458.8	79.6417694					
2459.4	108.602409					
2460	81.089798					
2460.6	101.362251					
2461.2	105.706345					
2461.8	60.8173485					
2462.4	105.706345					
2463	108.602409					
2463.6	98.4661789					
2464.2	99.9142151					
2464.8	75.2976685					
2465.4	82.5378265					
2466	81.089798					
2466.6	95.5701141					
2467.2	94.1220856					
2467.8	99.9142151					
2468.4	101.362251					
2469	88.3299561					
2469.6	88.3299561					
2470.2	99.9142151					
2470.8	82.5378265					
2471.4	89.7779846					
2472	104.258308					
2472.6	86.8819275					
2473.2	82.5378265					
2473.8	98.4661789					
2474.4	91.2260208					
2475	82.5378265					
2475.6	104.258308					
2476.2	114.394539					
2476.8	92.674057					
2477.4	111.498466					
2478	92.674057					
2478.6	85.4338913					
2479.2	97.0181503					
2479.8	99.9142151					
2480.4	75.2976685					
2481	75.2976685					
2481.6	117.290604					
2482.2	85.4338913					
2482.8	94.1220856					
2483.4	78.1937332					
2484	81.089798					
2484.6	110.050438					
2485.2	85.4338913					
2485.8	81.089798					
2486.4	91.2260208					
2487	89.7779846					
2487.6	62.2653809					
2488.2	114.394539					
2488.8	85.4338913					
2489.4	69.5055389					
2490	72.4016037					
2490.6	94.1220856					
2491.2	91.2260208					
2491.8	94.1220856					
2492.4	91.2260208					
2493	88.3299561					
2493.6	68.0575104					
2494.2	89.7779846					
2494.8	89.7779846					
2495.4	101.362251					
2496	101.362251					
2496.6	118.738625					
2497.2	94.1220856					
2497.8	82.5378265					
2498.4	86.8819275					
2499	86.8819275					
2499.6	88.3299561					
2500.2	101.362251					
2500.8	92.674057					
2501.4	92.674057					
2502	72.4016037					
2502.6	115.842567					
2503.2	78.1937332					
2503.8	95.5701141					
2504.4	95.5701141					
2505	85.4338913					
2505.6	92.674057					
2506.2	83.9858627					
2506.8	105.706345					
2507.4	86.8819275					
2508	76.7457047					
2508.6	99.9142151					
2509.2	114.394539					
2509.8	101.362251					
2510.4	97.0181503					
2511	85.4338913					
2511.6	88.3299561					
2512.2	92.674057					
2512.8	108.602409					
2513.4	85.4338913					
2514	105.706345					
2514.6	88.3299561					
2515.2	88.3299561					
2515.8	86.8819275					
2516.4	97.0181503					
2517	76.7457047					
2517.6	86.8819275					
2518.2	97.0181503					
2518.8	83.9858627					
2519.4	75.2976685					
2520	82.5378265					
2520.6	73.8496323					
2521.2	68.0575104					
2521.8	86.8819275					
2522.4	81.089798					
2523	88.3299561					
2523.6	97.0181503					
2524.2	101.362251					
2524.8	89.7779846					
2525.4	110.050438					
2526	83.9858627					
2526.6	76.7457047					
2527.2	94.1220856					
2527.8	78.1937332					
2528.4	91.2260208					
2529	85.4338913					
2529.6	95.5701141					
2530.2	89.7779846					
2530.8	82.5378265					
2531.4	70.9535751					
2532	99.9142151					
2532.6	88.3299561					
2533.2	98.4661789					
2533.8	101.362251					
2534.4	95.5701141					
2535	79.6417694					
2535.6	107.154373					
2536.2	79.6417694					
2536.8	72.4016037					
2537.4	69.5055389					
2538	70.9535751					
2538.6	78.1937332					
2539.2	85.4338913					
2539.8	73.8496323					
2540.4	69.5055389					
2541	83.9858627					
2541.6	95.5701141					
2542.2	78.1937332					
2542.8	89.7779846					
2543.4	101.362251					
2544	85.4338913					
2544.6	97.0181503					
2545.2	86.8819275					
2545.8	88.3299561					
2546.4	66.6094742					
2547	83.9858627					
2547.6	78.1937332					
2548.2	82.5378265					
2548.8	81.089798					
2549.4	89.7779846					
2550	69.5055389					
2550.6	82.5378265					
2551.2	91.2260208					
2551.8	94.1220856					
2552.4	94.1220856					
2553	79.6417694					
2553.6	104.258308					
2554.2	81.089798					
2554.8	88.3299561					
2555.4	73.8496323					
2556	95.5701141					
2556.6	66.6094742					
2557.2	76.7457047					
2557.8	75.2976685					
2558.4	91.2260208					
2559	91.2260208					
2559.6	86.8819275					
2560.2	104.258308					
2560.8	78.1937332					
2561.4	81.089798					
2562	88.3299561					
2562.6	82.5378265					
2563.2	78.1937332					
2563.8	75.2976685					
2564.4	81.089798					
2565	75.2976685					
2565.6	72.4016037					
2566.2	76.7457047					
2566.8	88.3299561					
2567.4	83.9858627					
2568	99.9142151					
2568.6	89.7779846					
2569.2	57.9212837					
2569.8	78.1937332					
2570.4	83.9858627					
2571	86.8819275					
2571.6	95.5701141					
2572.2	89.7779846					
2572.8	107.154373					
2573.4	91.2260208					
2574	79.6417694					
2574.6	82.5378265					
2575.2	82.5378265					
2575.8	81.089798					
2576.4	79.6417694					
2577	68.0575104					
2577.6	98.4661789					
2578.2	75.2976685					
2578.8	86.8819275					
2579.4	69.5055389					
2580	91.2260208					
2580.6	88.3299561					
2581.2	102.810272					
2581.8	92.674057					
2582.4	92.674057					
2583	95.5701141					
2583.6	91.2260208					
2584.2	69.5055389					
2584.8	88.3299561					
2585.4	81.089798					
2586	88.3299561					
2586.6	79.6417694					
2587.2	68.0575104					
2587.8	81.089798					
2588.4	78.1937332					
2589	88.3299561					
2589.6	78.1937332					
2590.2	86.8819275					
2590.8	79.6417694					
2591.4	89.7779846					
2592	88.3299561					
2592.6	89.7779846					
2593.2	79.6417694					
2593.8	69.5055389					
2594.4	79.6417694					
2595	82.5378265					
2595.6	85.4338913					
2596.2	83.9858627					
2596.8	81.089798					
2597.4	86.8819275					
2598	86.8819275					
2598.6	65.161438					
2599.2	86.8819275					
2599.8	83.9858627					
2600.4	65.161438					
2601	85.4338913					
2601.6	73.8496323					
2602.2	91.2260208					
2602.8	82.5378265					
2603.4	88.3299561					
2604	79.6417694					
2604.6	91.2260208					
2605.2	79.6417694					
2605.8	94.1220856					
2606.4	83.9858627					
2607	85.4338913					
2607.6	83.9858627					
2608.2	63.7134094					
2608.8	75.2976685					
2609.4	86.8819275					
2610	69.5055389					
2610.6	79.6417694					
2611.2	91.2260208					
2611.8	89.7779846					
2612.4	89.7779846					
2613	65.161438					
2613.6	88.3299561					
2614.2	85.4338913					
2614.8	97.0181503					
2615.4	83.9858627					
2616	76.7457047					
2616.6	89.7779846					
2617.2	104.258308					
2617.8	69.5055389					
2618.4	72.4016037					
2619	66.6094742					
2619.6	76.7457047					
2620.2	63.7134094					
2620.8	73.8496323					
2621.4	82.5378265					
2622	66.6094742					
2622.6	75.2976685					
2623.2	78.1937332					
2623.8	69.5055389					
2624.4	73.8496323					
2625	75.2976685					
2625.6	68.0575104					
2626.2	94.1220856					
2626.8	86.8819275					
2627.4	75.2976685					
2628	78.1937332					
2628.6	81.089798					
2629.2	104.258308					
2629.8	72.4016037					
2630.4	94.1220856					
2631	78.1937332					
2631.6	66.6094742					
2632.2	65.161438					
2632.8	95.5701141					
2633.4	70.9535751					
2634	85.4338913					
2634.6	66.6094742					
2635.2	94.1220856					
2635.8	70.9535751					
2636.4	85.4338913					
2637	72.4016037					
2637.6	86.8819275					
2638.2	65.161438					
2638.8	76.7457047					
2639.4	92.674057					
2640	72.4016037					
2640.6	68.0575104					
2641.2	99.9142151					
2641.8	69.5055389					
2642.4	70.9535751					
2643	83.9858627					
2643.6	85.4338913					
2644.2	75.2976685					
2644.8	94.1220856					
2645.4	95.5701141					
2646	59.3693123					
2646.6	85.4338913					
2647.2	68.0575104					
2647.8	50.6811256					
2648.4	70.9535751					
2649	66.6094742					
2649.6	72.4016037					
2650.2	72.4016037					
2650.8	72.4016037					
2651.4	88.3299561					
2652	94.1220856					
2652.6	73.8496323					
2653.2	66.6094742					
2653.8	88.3299561					
2654.4	72.4016037					
2655	83.9858627					
2655.6	102.810272					
2656.2	86.8819275					
2656.8	66.6094742					
2657.4	86.8819275					
2658	88.3299561					
2658.6	78.1937332					
2659.2	65.161438					
2659.8	69.5055389					
2660.4	79.6417694					
2661	68.0575104					
2661.6	66.6094742					
2662.2	70.9535751					
2662.8	72.4016037					
2663.4	97.0181503					
2664	83.9858627					
2664.6	89.7779846					
2665.2	85.4338913					
2665.8	59.3693123					
2666.4	82.5378265					
2667	98.4661789					
2667.6	75.2976685					
2668.2	98.4661789					
2668.8	57.9212837					
2669.4	66.6094742					
2670	76.7457047					
2670.6	79.6417694					
2671.2	82.5378265					
2671.8	75.2976685					
2672.4	78.1937332					
2673	62.2653809					
2673.6	83.9858627					
2674.2	89.7779846					
2674.8	89.7779846					
2675.4	76.7457047					
2676	82.5378265					
2676.6	59.3693123					
2677.2	55.025219					
2677.8	81.089798					
2678.4	72.4016037					
2679	86.8819275					
2679.6	68.0575104					
2680.2	83.9858627					
2680.8	89.7779846					
2681.4	66.6094742					
2682	83.9858627					
2682.6	86.8819275					
2683.2	81.089798					
2683.8	50.6811256					
2684.4	73.8496323					
2685	73.8496323					
2685.6	75.2976685					
2686.2	59.3693123					
2686.8	63.7134094					
2687.4	60.8173485					
2688	72.4016037					
2688.6	68.0575104					
2689.2	65.161438					
2689.8	76.7457047					
2690.4	88.3299561					
2691	86.8819275					
2691.6	63.7134094					
2692.2	72.4016037					
2692.8	89.7779846					
2693.4	73.8496323					
2694	59.3693123					
2694.6	82.5378265					
2695.2	69.5055389					
2695.8	88.3299561					
2696.4	62.2653809					
2697	95.5701141					
2697.6	66.6094742					
2698.2	89.7779846					
2698.8	62.2653809					
2699.4	59.3693123					
2700	79.6417694					
2700.6	63.7134094					
2701.2	85.4338913					
2701.8	73.8496323					
2702.4	60.8173485					
2703	81.089798					
2703.6	70.9535751					
2704.2	70.9535751					
2704.8	75.2976685					
2705.4	59.3693123					
2706	73.8496323					
2706.6	86.8819275					
2707.2	70.9535751					
2707.8	83.9858627					
2708.4	99.9142151					
2709	56.4732513					
2709.6	57.9212837					
2710.2	76.7457047					
2710.8	72.4016037					
2711.4	62.2653809					
2712	79.6417694					
2712.6	70.9535751					
2713.2	75.2976685					
2713.8	79.6417694					
2714.4	82.5378265					
2715	76.7457047					
2715.6	63.7134094					
2716.2	60.8173485					
2716.8	73.8496323					
2717.4	81.089798					
2718	75.2976685					
2718.6	70.9535751					
2719.2	86.8819275					
2719.8	69.5055389					
2720.4	59.3693123					
2721	91.2260208					
2721.6	68.0575104					
2722.2	73.8496323					
2722.8	85.4338913					
2723.4	57.9212837					
2724	70.9535751					
2724.6	92.674057					
2725.2	65.161438					
2725.8	68.0575104					
2726.4	76.7457047					
2727	65.161438					
2727.6	76.7457047					
2728.2	82.5378265					
2728.8	60.8173485					
2729.4	63.7134094					
2730	85.4338913					
2730.6	98.4661789					
2731.2	85.4338913					
2731.8	73.8496323					
2732.4	62.2653809					
2733	79.6417694					
2733.6	78.1937332					
2734.2	69.5055389					
2734.8	70.9535751					
2735.4	66.6094742					
2736	60.8173485					
2736.6	79.6417694					
2737.2	85.4338913					
2737.8	70.9535751					
2738.4	76.7457047					
2739	91.2260208					
2739.6	62.2653809					
2740.2	68.0575104					
2740.8	70.9535751					
2741.4	73.8496323					
2742	81.089798					
2742.6	60.8173485					
2743.2	83.9858627					
2743.8	66.6094742					
2744.4	56.4732513					
2745	65.161438					
2745.6	85.4338913					
2746.2	62.2653809					
2746.8	66.6094742					
2747.4	46.3370285					
2748	72.4016037					
2748.6	65.161438					
2749.2	72.4016037					
2749.8	79.6417694					
2750.4	57.9212837					
2751	88.3299561					
2751.6	63.7134094					
2752.2	69.5055389					
2752.8	65.161438					
2753.4	59.3693123					
2754	85.4338913					
2754.6	62.2653809					
2755.2	73.8496323					
2755.8	68.0575104					
2756.4	63.7134094					
2757	59.3693123					
2757.6	60.8173485					
2758.2	70.9535751					
2758.8	65.161438					
2759.4	52.1291542					
2760	69.5055389					
2760.6	39.0968666					
2761.2	57.9212837					
2761.8	65.161438					
2762.4	57.9212837					
2763	62.2653809					
2763.6	69.5055389					
2764.2	81.089798					
2764.8	57.9212837					
2765.4	69.5055389					
2766	65.161438					
2766.6	79.6417694					
2767.2	68.0575104					
2767.8	66.6094742					
2768.4	72.4016037					
2769	57.9212837					
2769.6	72.4016037					
2770.2	76.7457047					
2770.8	72.4016037					
2771.4	76.7457047					
2772	92.674057					
2772.6	47.7850571					
2773.2	76.7457047					
2773.8	85.4338913					
2774.4	65.161438					
2775	62.2653809					
2775.6	82.5378265					
2776.2	59.3693123					
2776.8	60.8173485					
2777.4	76.7457047					
2778	46.3370285					
2778.6	60.8173485					
2779.2	81.089798					
2779.8	70.9535751					
2780.4	82.5378265					
2781	73.8496323					
2781.6	57.9212837					
2782.2	70.9535751					
2782.8	65.161438					
2783.4	72.4016037					
2784	66.6094742					
2784.6	65.161438					
2785.2	70.9535751					
2785.8	68.0575104					
2786.4	57.9212837					
2787	69.5055389					
2787.6	56.4732513					
2788.2	62.2653809					
2788.8	55.025219					
2789.4	55.025219					
2790	65.161438					
2790.6	66.6094742					
2791.2	66.6094742					
2791.8	60.8173485					
2792.4	72.4016037					
2793	73.8496323					
2793.6	63.7134094					
2794.2	57.9212837					
2794.8	66.6094742					
2795.4	79.6417694					
2796	81.089798					
2796.6	56.4732513					
2797.2	68.0575104					
2797.8	66.6094742					
2798.4	66.6094742					
2799	57.9212837					
2799.6	63.7134094					
2800.2	65.161438					
2800.8	75.2976685					
2801.4	63.7134094					
2802	50.6811256					
2802.6	57.9212837					
2803.2	63.7134094					
2803.8	65.161438					
2804.4	70.9535751					
2805	69.5055389					
2805.6	86.8819275					
2806.2	52.1291542					
2806.8	62.2653809					
2807.4	72.4016037					
2808	85.4338913					
2808.6	57.9212837					
2809.2	86.8819275					
2809.8	62.2653809					
2810.4	78.1937332					
2811	50.6811256					
2811.6	72.4016037					
2812.2	63.7134094					
2812.8	65.161438					
2813.4	76.7457047					
2814	57.9212837					
2814.6	62.2653809					
2815.2	78.1937332					
2815.8	69.5055389					
2816.4	59.3693123					
2817	88.3299561					
2817.6	62.2653809					
2818.2	66.6094742					
2818.8	88.3299561					
2819.4	69.5055389					
2820	62.2653809					
2820.6	65.161438					
2821.2	62.2653809					
2821.8	55.025219					
2822.4	75.2976685					
2823	57.9212837					
2823.6	53.5771866					
2824.2	81.089798					
2824.8	73.8496323					
2825.4	49.2330894					
2826	69.5055389					
2826.6	86.8819275					
2827.2	62.2653809					
2827.8	62.2653809					
2828.4	50.6811256					
2829	66.6094742					
2829.6	72.4016037					
2830.2	76.7457047					
2830.8	68.0575104					
2831.4	72.4016037					
2832	75.2976685					
2832.6	60.8173485					
2833.2	78.1937332					
2833.8	50.6811256					
2834.4	65.161438					
2835	66.6094742					
2835.6	72.4016037					
2836.2	70.9535751					
2836.8	65.161438					
2837.4	69.5055389					
2838	50.6811256					
2838.6	63.7134094					
2839.2	56.4732513					
2839.8	85.4338913					
2840.4	57.9212837					
2841	66.6094742					
2841.6	52.1291542					
2842.2	49.2330894					
2842.8	60.8173485					
2843.4	78.1937332					
2844	57.9212837					
2844.6	52.1291542					
2845.2	66.6094742					
2845.8	69.5055389					
2846.4	83.9858627					
2847	66.6094742					
2847.6	62.2653809					
2848.2	70.9535751					
2848.8	75.2976685					
2849.4	72.4016037					
2850	62.2653809					
2850.6	72.4016037					
2851.2	53.5771866					
2851.8	62.2653809					
2852.4	72.4016037					
2853	69.5055389					
2853.6	56.4732513					
2854.2	79.6417694					
2854.8	65.161438					
2855.4	59.3693123					
2856	60.8173485					
2856.6	75.2976685					
2857.2	75.2976685					
2857.8	69.5055389					
2858.4	72.4016037					
2859	57.9212837					
2859.6	56.4732513					
2860.2	69.5055389					
2860.8	63.7134094					
2861.4	52.1291542					
2862	44.8889923					
2862.6	60.8173485					
2863.2	82.5378265					
2863.8	59.3693123					
2864.4	43.4409637					
2865	60.8173485					
2865.6	65.161438					
2866.2	59.3693123					
2866.8	73.8496323					
2867.4	52.1291542					
2868	70.9535751					
2868.6	69.5055389					
2869.2	46.3370285					
2869.8	62.2653809					
2870.4	62.2653809					
2871	57.9212837					
2871.6	60.8173485					
2872.2	76.7457047					
2872.8	63.7134094					
2873.4	70.9535751					
2874	62.2653809					
2874.6	72.4016037					
2875.2	63.7134094					
2875.8	55.025219					
2876.4	60.8173485					
2877	66.6094742					
2877.6	59.3693123					
2878.2	60.8173485					
2878.8	57.9212837					
2879.4	50.6811256					
2880	81.089798					
2880.6	69.5055389					
2881.2	85.4338913					
2881.8	46.3370285					
2882.4	56.4732513					
2883	73.8496323					
2883.6	47.7850571					
2884.2	56.4732513					
2884.8	72.4016037					
2885.4	50.6811256					
2886	72.4016037					
2886.6	60.8173485					
2887.2	46.3370285					
2887.8	65.161438					
2888.4	59.3693123					
2889	59.3693123					
2889.6	68.0575104					
2890.2	47.7850571					
2890.8	70.9535751					
2891.4	56.4732513					
2892	59.3693123					
2892.6	70.9535751					
2893.2	70.9535751					
2893.8	55.025219					
2894.4	53.5771866					
2895	65.161438					
2895.6	52.1291542					
2896.2	55.025219					
2896.8	82.5378265					
2897.4	75.2976685					
2898	44.8889923					
2898.6	60.8173485					
2899.2	68.0575104					
2899.8	63.7134094					
2900.4	63.7134094					
2901	52.1291542					
2901.6	59.3693123					
2902.2	72.4016037					
2902.8	53.5771866					
2903.4	53.5771866					
2904	73.8496323					
2904.6	65.161438					
2905.2	53.5771866					
2905.8	81.089798					
2906.4	57.9212837					
2907	49.2330894					
2907.6	73.8496323					
2908.2	72.4016037					
2908.8	56.4732513					
2909.4	55.025219					
2910	47.7850571					
2910.6	62.2653809					
2911.2	41.9929314					
2911.8	56.4732513					
2912.4	59.3693123					
2913	50.6811256					
2913.6	56.4732513					
2914.2	78.1937332					
2914.8	59.3693123					
2915.4	57.9212837					
2916	60.8173485					
2916.6	59.3693123					
2917.2	57.9212837					
2917.8	53.5771866					
2918.4	53.5771866					
2919	46.3370285					
2919.6	59.3693123					
2920.2	79.6417694					
2920.8	59.3693123					
2921.4	55.025219					
2922	50.6811256					
2922.6	66.6094742					
2923.2	60.8173485					
2923.8	66.6094742					
2924.4	44.8889923					
2925	40.544899					
2925.6	59.3693123					
2926.2	59.3693123					
2926.8	43.4409637					
2927.4	68.0575104					
2928	66.6094742					
2928.6	63.7134094					
2929.2	62.2653809					
2929.8	56.4732513					
2930.4	76.7457047					
2931	59.3693123					
2931.6	76.7457047					
2932.2	57.9212837					
2932.8	60.8173485					
2933.4	57.9212837					
2934	57.9212837					
2934.6	66.6094742					
2935.2	57.9212837					
2935.8	69.5055389					
2936.4	56.4732513					
2937	55.025219					
2937.6	50.6811256					
2938.2	59.3693123					
2938.8	52.1291542					
2939.4	62.2653809					
2940	75.2976685					
2940.6	55.025219					
2941.2	52.1291542					
2941.8	59.3693123					
2942.4	59.3693123					
2943	56.4732513					
2943.6	68.0575104					
2944.2	52.1291542					
2944.8	56.4732513					
2945.4	66.6094742					
2946	76.7457047					
2946.6	53.5771866					
2947.2	60.8173485					
2947.8	55.025219					
2948.4	63.7134094					
2949	52.1291542					
2949.6	59.3693123					
2950.2	59.3693123					
2950.8	50.6811256					
2951.4	53.5771866					
2952	53.5771866					
2952.6	68.0575104					
2953.2	57.9212837					
2953.8	49.2330894					
2954.4	49.2330894					
2955	43.4409637					
2955.6	53.5771866					
2956.2	49.2330894					
2956.8	60.8173485					
2957.4	59.3693123					
2958	60.8173485					
2958.6	43.4409637					
2959.2	65.161438					
2959.8	60.8173485					
2960.4	44.8889923					
2961	59.3693123					
2961.6	43.4409637					
2962.2	55.025219					
2962.8	49.2330894					
2963.4	49.2330894					
2964	52.1291542					
2964.6	52.1291542					
2965.2	44.8889923					
2965.8	57.9212837					
2966.4	41.9929314					
2967	49.2330894					
2967.6	44.8889923					
2968.2	55.025219					
2968.8	65.161438					
2969.4	56.4732513					
2970	82.5378265					
2970.6	55.025219					
2971.2	60.8173485					
2971.8	50.6811256					
2972.4	62.2653809					
2973	46.3370285					
2973.6	46.3370285					
2974.2	55.025219					
2974.8	55.025219					
2975.4	37.6488342					
2976	62.2653809					
2976.6	79.6417694					
2977.2	57.9212837					
2977.8	37.6488342					
2978.4	62.2653809					
2979	73.8496323					
2979.6	52.1291542					
2980.2	52.1291542					
2980.8	60.8173485					
2981.4	47.7850571					
2982	52.1291542					
2982.6	47.7850571					
2983.2	47.7850571					
2983.8	55.025219					
2984.4	66.6094742					
2985	60.8173485					
2985.6	41.9929314					
2986.2	53.5771866					
2986.8	60.8173485					
2987.4	44.8889923					
2988	68.0575104					
2988.6	69.5055389					
2989.2	56.4732513					
2989.8	62.2653809					
2990.4	69.5055389					
2991	59.3693123					
2991.6	68.0575104					
2992.2	57.9212837					
2992.8	60.8173485					
2993.4	59.3693123					
2994	55.025219					
2994.6	60.8173485					
2995.2	56.4732513					
2995.8	60.8173485					
2996.4	53.5771866					
2997	68.0575104					
2997.6	55.025219					
2998.2	63.7134094					
2998.8	63.7134094					
2999.4	49.2330894					
3000	66.6094742					
3000.6	55.025219					
3001.2	41.9929314					
3001.8	65.161438					
3002.4	62.2653809					
3003	72.4016037					
3003.6	47.7850571					
3004.2	72.4016037					
3004.8	55.025219					
3005.4	65.161438					
3006	56.4732513					
3006.6	52.1291542					
3007.2	68.0575104					
3007.8	66.6094742					
3008.4	60.8173485					
3009	39.0968666					
3009.6	68.0575104					
3010.2	46.3370285					
3010.8	60.8173485					
3011.4	47.7850571					
3012	63.7134094					
3012.6	68.0575104					
3013.2	40.544899					
3013.8	56.4732513					
3014.4	56.4732513					
3015	60.8173485					
3015.6	65.161438					
3016.2	66.6094742					
3016.8	59.3693123					
3017.4	70.9535751					
3018	66.6094742					
3018.6	59.3693123					
3019.2	49.2330894					
3019.8	57.9212837					
3020.4	59.3693123					
3021	55.025219					
3021.6	49.2330894					
3022.2	52.1291542					
3022.8	50.6811256					
3023.4	55.025219					
3024	46.3370285					
3024.6	55.025219					
3025.2	40.544899					
3025.8	47.7850571					
3026.4	59.3693123					
3027	63.7134094					
3027.6	53.5771866					
3028.2	50.6811256					
3028.8	46.3370285					
3029.4	63.7134094					
3030	60.8173485					
3030.6	53.5771866					
3031.2	62.2653809					
3031.8	62.2653809					
3032.4	63.7134094					
3033	63.7134094					
3033.6	56.4732513					
3034.2	73.8496323					
3034.8	47.7850571					
3035.4	55.025219					
3036	62.2653809					
3036.6	52.1291542					
3037.2	43.4409637					
3037.8	47.7850571					
3038.4	40.544899					
3039	56.4732513					
3039.6	72.4016037					
3040.2	62.2653809					
3040.8	53.5771866					
3041.4	50.6811256					
3042	59.3693123					
3042.6	63.7134094					
3043.2	55.025219					
3043.8	60.8173485					
3044.4	52.1291542					
3045	46.3370285					
3045.6	50.6811256					
3046.2	73.8496323					
3046.8	49.2330894					
3047.4	63.7134094					
3048	43.4409637					
3048.6	57.9212837					
3049.2	46.3370285					
3049.8	34.7527695					
3050.4	44.8889923					
3051	57.9212837					
3051.6	55.025219					
3052.2	52.1291542					
3052.8	50.6811256					
3053.4	52.1291542					
3054	65.161438					
3054.6	40.544899					
3055.2	43.4409637					
3055.8	49.2330894					
3056.4	44.8889923					
3057	56.4732513					
3057.6	50.6811256					
3058.2	59.3693123					
3058.8	53.5771866					
3059.4	62.2653809					
3060	43.4409637					
3060.6	55.025219					
3061.2	52.1291542					
3061.8	62.2653809					
3062.4	49.2330894					
3063	57.9212837					
3063.6	59.3693123					
3064.2	57.9212837					
3064.8	34.7527695					
3065.4	55.025219					
3066	50.6811256					
3066.6	53.5771866					
3067.2	56.4732513					
3067.8	39.0968666					
3068.4	41.9929314					
3069	57.9212837					
3069.6	72.4016037					
3070.2	56.4732513					
3070.8	56.4732513					
3071.4	70.9535751					
3072	39.0968666					
3072.6	56.4732513					
3073.2	53.5771866					
3073.8	41.9929314					
3074.4	50.6811256					
3075	43.4409637					
3075.6	52.1291542					
3076.2	56.4732513					
3076.8	62.2653809					
3077.4	59.3693123					
3078	52.1291542					
3078.6	31.8567047					
3079.2	49.2330894					
3079.8	52.1291542					
3080.4	44.8889923					
3081	53.5771866					
3081.6	43.4409637					
3082.2	55.025219					
3082.8	34.7527695					
3083.4	50.6811256					
3084	46.3370285					
3084.6	27.5126095					
3085.2	57.9212837					
3085.8	66.6094742					
3086.4	46.3370285					
3087	57.9212837					
3087.6	63.7134094					
3088.2	52.1291542					
3088.8	55.025219					
3089.4	49.2330894					
3090	62.2653809					
3090.6	40.544899					
3091.2	73.8496323					
3091.8	44.8889923					
3092.4	44.8889923					
3093	40.544899					
3093.6	56.4732513					
3094.2	50.6811256					
3094.8	57.9212837					
3095.4	37.6488342					
3096	55.025219					
3096.6	55.025219					
3097.2	47.7850571					
3097.8	55.025219					
3098.4	47.7850571					
3099	52.1291542					
3099.6	40.544899					
3100.2	39.0968666					
3100.8	53.5771866					
3101.4	56.4732513					
3102	40.544899					
3102.6	40.544899					
3103.2	62.2653809					
3103.8	53.5771866					
3104.4	68.0575104					
3105	34.7527695					
3105.6	47.7850571					
3106.2	49.2330894					
3106.8	57.9212837					
3107.4	47.7850571					
